stamp_sec,stamp_nanosec,x,y,yaw
19,480000000,-1.4999387010764496,-1.4999997333397317,2.4711922734251178e-05
19,514000000,-1.4999386897410778,-1.4999997485254473,2.4770939502356925e-05
19,548000000,-1.499938660532597,-1.4999997523860675,2.481138440408028e-05
19,582000000,-1.4999385584543021,-1.499999743040088,2.4851610031691363e-05
19,616000000,-1.499938573463841,-1.4999996488023115,2.4834326051849196e-05
19,650000000,-1.499938663578135,-1.4999995700976854,2.4827466875421164e-05
19,684000000,-1.499938773863148,-1.4999995461627829,2.48516543773272e-05
19,718000000,-1.4999388273431484,-1.4999996171118073,2.4940678929987864e-05
19,752000000,-1.4999388583938968,-1.4999997170367103,2.5046385497580388e-05
19,786000000,-1.4999388309796498,-1.4999997643608334,2.512081991506592e-05
19,820000000,-1.499938746509643,-1.4999997329348596,2.5144323893387525e-05
19,854000000,-1.4999387041005476,-1.4999996608025252,2.5143082006892572e-05
19,888000000,-1.499938709100262,-1.499999605273494,2.515156116048285e-05
19,922000000,-1.499938739205274,-1.499999572365278,2.5172550149693338e-05
19,956000000,-1.4999387604356014,-1.4999995981648013,2.523257368931276e-05
19,990000000,-1.4999387738936427,-1.4999996631211674,2.5317983630475565e-05
20,24000000,-1.499938779580862,-1.4999996711276304,2.5366740378729974e-05
20,58000000,-1.499938780913718,-1.499999633285297,2.5386409327130595e-05
20,92000000,-1.4999387983011396,-1.499999605432286,2.5410310179463697e-05
20,126000000,-1.4999386763904066,-1.4999995897788407,2.544212654539239e-05
20,160000000,-1.4999386497851506,-1.4999996337280719,2.5512874431504197e-05
20,194000000,-1.4999387039650511,-1.4999996777666578,2.558367083890582e-05
20,228000000,-1.4999387683681897,-1.499999705597083,2.564303257449465e-05
20,262000000,-1.4999387960157258,-1.4999996699115827,2.566517360269124e-05
20,296000000,-1.4999387857271793,-1.499999607097054,2.566855859494014e-05
20,330000000,-1.4999387644797306,-1.4999995610910561,2.5687065899777537e-05
20,364000000,-1.4999387604698682,-1.4999996159110796,2.575979623988325e-05
20,398000000,-1.499938738394814,-1.499999734019982,2.5879934178845717e-05
20,432000000,-1.4999387732908345,-1.499999836562534,2.5985258347052094e-05
20,466000000,-1.4999387534060646,-1.4999998449165048,2.603484537757037e-05
20,500000000,-1.4999387516456821,-1.4999996901864696,2.598024662191838e-05
20,534000000,-1.4999386792335927,-1.4999995321438482,2.5920383647367492e-05
20,568000000,-1.499938674347456,-1.499999454726675,2.59197526728023e-05
20,602000000,-1.4999387112788072,-1.4999994957297929,2.5988267009171327e-05
20,636000000,-1.4999387453094706,-1.4999996409259797,2.6120944734843735e-05
20,670000000,-1.4999387691769017,-1.49999974000173,2.6228195273853426e-05
20,704000000,-1.499938805823667,-1.4999997986420552,2.63042736134244e-05
20,738000000,-1.499938792129208,-1.4999997335640671,2.6308302287111744e-05
20,772000000,-1.4999387440639171,-1.4999996528959896,2.629701825275032e-05
20,806000000,-1.499938740497669,-1.4999995874445968,2.630514836464049e-05
20,840000000,-1.4999387478672963,-1.4999995858444137,2.63406335772074e-05
20,874000000,-1.4999387777011446,-1.4999996483327147,2.6430205180274666e-05
20,908000000,-1.4999386666359658,-1.499999708165833,2.650450248898306e-05
20,942000000,-1.4999386076011036,-1.4999997595708225,2.65809094080952e-05
20,976000000,-1.4999386391595126,-1.4999997701619374,2.6635503881470018e-05
21,10000000,-1.4999386970222925,-1.4999997627232038,2.6670483770357453e-05
21,44000000,-1.4999387921076528,-1.499999755652686,2.6710693930689955e-05
