stamp_sec,stamp_nanosec,x,y,yaw
26,447000000,-1.2816599246370755,-1.4999936475163198,3.328370647014939e-05
26,481000000,-1.2762200036865794,-1.49999351543203,3.334234015393465e-05
26,515000000,-1.2707801260576892,-1.4999933811479544,3.340168527200509e-05
26,549000000,-1.2653401575358043,-1.4999931951287035,3.342827691943076e-05
26,583000000,-1.2599001748254381,-1.4999929617611836,3.34303158128755e-05
26,617000000,-1.2544601637523443,-1.4999927640371713,3.344422921882566e-05
26,651000000,-1.249020146340987,-1.4999926273368327,3.3502426086918934e-05
26,685000000,-1.243580155366434,-1.4999925134971765,3.35708915962715e-05
26,719000000,-1.2381401795643199,-1.499992396629011,3.3629522887102384e-05
26,753000000,-1.2327000878750782,-1.4999922473177325,3.367372905442907e-05
26,787000000,-1.2272600511713898,-1.499992032412349,3.367083732478724e-05
26,821000000,-1.2218200786301034,-1.4999918234714285,3.3678467113296155e-05
26,855000000,-1.216380108118456,-1.4999916458356837,3.3702344560440926e-05
26,889000000,-1.2109401079544027,-1.4999915650013067,3.37910867282833e-05
26,923000000,-1.205500129177651,-1.4999914758480084,3.38793319089528e-05
26,957000000,-1.200060133770697,-1.4999913495809676,3.3943088338840315e-05
26,991000000,-1.1946201606079532,-1.4999911974139348,3.399135278630871e-05
27,25000000,-1.189180177567917,-1.499990996701651,3.401191012061951e-05
27,59000000,-1.1837401987552092,-1.499990806516745,3.403539698024977e-05
27,93000000,-1.1783001031986102,-1.499990656430723,3.408482006654279e-05
27,127000000,-1.1728599975668124,-1.4999905364819246,3.415688565203876e-05
27,161000000,-1.1674199968925218,-1.499990405264412,3.422517875090317e-05
27,195000000,-1.1619800284206632,-1.4999901845499266,3.4237787475751454e-05
27,229000000,-1.1565401092419885,-1.4999899581293819,3.423737813284746e-05
27,263000000,-1.151100216088674,-1.499989754851189,3.4256761537842456e-05
27,297000000,-1.1456602999225085,-1.4999896618873978,3.434028630277396e-05
27,331000000,-1.1402203263108723,-1.4999896136059354,3.445069705782847e-05
27,365000000,-1.134780317368193,-1.4999895248174993,3.45329263339415e-05
27,399000000,-1.129340250955164,-1.4999893480620905,3.4560409679146125e-05
27,433000000,-1.123900173855904,-1.499989038228994,3.450552465813497e-05
27,467000000,-1.1184601191081838,-1.499988753292663,3.4462308844056764e-05
27,501000000,-1.1130200424429717,-1.4999886008234036,3.450879183639844e-05
27,535000000,-1.1075800395013535,-1.4999885388612781,3.461280710903761e-05
27,569000000,-1.10214011233731,-1.4999884685462403,3.47117567407444e-05
27,603000000,-1.0967001699047743,-1.4999883481213345,3.478063560161118e-05
27,637000000,-1.0912602186302538,-1.49998817239995,3.4817958931645124e-05
27,671000000,-1.0858202010857485,-1.499987937727811,3.481874932558843e-05
27,705000000,-1.0803801921019656,-1.4999877056930682,3.482408658431227e-05
27,739000000,-1.0749401818396447,-1.4999874910989661,3.484114189522265e-05
